"","g1","g2"
"10722","ENSG00000142303.13","ENSG00000181786.4"
"10723","ENSG00000181786.4","ENSG00000181733.2"
"10724","ENSG00000181733.2","ENSG00000167785.8"
"10725","ENSG00000170948.3","ENSG00000181143.15"
"10726","ENSG00000181143.15","ENSG00000170929.5"
"10727","ENSG00000170929.5","ENSG00000170923.2"
"10728","ENSG00000170923.2","ENSG00000161807.3"
"10729","ENSG00000161807.3","ENSG00000170920.2"
"10730","ENSG00000170920.2","ENSG00000130803.14"
"10731","ENSG00000130803.14","ENSG00000188000.3"
"10732","ENSG00000188000.3","ENSG00000174667.3"
"10733","ENSG00000174667.3","ENSG00000237521.2"
"10734","ENSG00000237521.2","ENSG00000196110.7"
"10735","ENSG00000196110.7","ENSG00000188321.13"
"10736","ENSG00000188321.13","ENSG00000270011.6"
"10737","ENSG00000270011.6","ENSG00000188629.11"
"10738","ENSG00000188629.11","ENSG00000174652.17"
"10739","ENSG00000174652.17","ENSG00000198028.3"
"10740","ENSG00000198028.3","ENSG00000130818.11"
"10741","ENSG00000130818.11","ENSG00000197961.11"
"10742","ENSG00000197961.11","ENSG00000171469.10"
"10743","ENSG00000171469.10","ENSG00000171466.9"
"10744","ENSG00000171466.9","ENSG00000196605.7"
"10745","ENSG00000196605.7","ENSG00000127452.8"
"10746","ENSG00000127445.13","ENSG00000105088.8"
"10747","ENSG00000105088.8","ENSG00000080573.6"
"10748","ENSG00000080511.3","ENSG00000130813.17"
"10749","ENSG00000130813.17","ENSG00000130812.10"
"10750","ENSG00000130811.11","ENSG00000130816.14"
"10751","ENSG00000130816.14","ENSG00000267534.2"
"10752","ENSG00000267534.2","ENSG00000105364.13"
"10753","ENSG00000105364.13","ENSG00000090339.8"
"10754","ENSG00000090339.8","ENSG00000105376.4"
"10755","ENSG00000105376.4","ENSG00000220201.7"
"10756","ENSG00000267673.6","ENSG00000161847.13"
"10757","ENSG00000076662.9","ENSG00000105397.13"
"10758","ENSG00000105397.13","ENSG00000105401.8"
"10759","ENSG00000065989.15","ENSG00000079999.13"
"10760","ENSG00000079999.13","ENSG00000180739.13"
"10761","ENSG00000180739.13","ENSG00000130734.9"
"10762","ENSG00000130734.9","ENSG00000129347.19"
"10763","ENSG00000129355.6","ENSG00000129354.11"
"10764","ENSG00000129354.11","ENSG00000129353.14"
"10765","ENSG00000129353.14","ENSG00000129351.17"
"10766","ENSG00000129351.17","ENSG00000213339.8"
"10767","ENSG00000213339.8","ENSG00000079805.16"
"10768","ENSG00000079805.16","ENSG00000099203.6"
"10769","ENSG00000214212.8","ENSG00000142453.11"
"10770","ENSG00000142453.11","ENSG00000130733.10"
"10771","ENSG00000142444.6","ENSG00000127616.17"
"10772","ENSG00000127616.17","ENSG00000130164.13"
"10773","ENSG00000130164.13","ENSG00000161888.11"
"10774","ENSG00000161888.11","ENSG00000197256.10"
"10775","ENSG00000197256.10","ENSG00000130158.13"
"10776","ENSG00000130158.13","ENSG00000130173.13"
"10777","ENSG00000130173.13","ENSG00000130167.13"
"10778","ENSG00000130167.13","ENSG00000105514.7"
"10779","ENSG00000183401.11","ENSG00000105520.10"
"10780","ENSG00000105520.10","ENSG00000173928.2"
"10781","ENSG00000187266.13","ENSG00000205517.12"
"10782","ENSG00000205517.12","ENSG00000198003.11"
"10783","ENSG00000130175.9","ENSG00000196361.9"
"10784","ENSG00000196361.9","ENSG00000161914.9"
"10785","ENSG00000161914.9","ENSG00000130159.13"
"10786","ENSG00000130176.7","ENSG00000130165.10"
"10787","ENSG00000198551.9","ENSG00000102575.10"
"10788","ENSG00000102575.10","ENSG00000197933.12"
"10789","ENSG00000197933.12","ENSG00000197044.10"
"10790","ENSG00000197044.10","ENSG00000177599.12"
"10791","ENSG00000177599.12","ENSG00000171295.12"
"10792","ENSG00000171295.12","ENSG00000171291.8"
"10793","ENSG00000171291.8","ENSG00000198429.9"
"10794","ENSG00000198429.9","ENSG00000196757.7"
"10795","ENSG00000196757.7","ENSG00000197054.11"
"10796","ENSG00000197054.11","ENSG00000197647.11"
"10797","ENSG00000197647.11","ENSG00000257446.3"
"10798","ENSG00000257446.3","ENSG00000223547.9"
"10799","ENSG00000223547.9","ENSG00000214189.8"
"10800","ENSG00000214189.8","ENSG00000132010.15"
"10801","ENSG00000132010.15","ENSG00000257591.5"
"10802","ENSG00000196646.11","ENSG00000197857.13"
"10803","ENSG00000197857.13","ENSG00000188868.13"
"10804","ENSG00000188868.13","ENSG00000198342.9"
"10805","ENSG00000198342.9","ENSG00000196466.10"
"10806","ENSG00000196466.10","ENSG00000180855.15"
"10807","ENSG00000180855.15","ENSG00000242852.6"
"10808","ENSG00000242852.6","ENSG00000249709.7"
"10809","ENSG00000249709.7","ENSG00000188033.9"
"10810","ENSG00000188033.9","ENSG00000173875.13"
"10811","ENSG00000173875.13","ENSG00000104774.12"
"10812","ENSG00000105583.9","ENSG00000095059.15"
"10813","ENSG00000132004.12","ENSG00000105576.15"
"10814","ENSG00000105576.15","ENSG00000123144.10"
"10815","ENSG00000198356.11","ENSG00000039987.6"
"10816","ENSG00000039987.6","ENSG00000095066.11"
"10817","ENSG00000095066.11","ENSG00000171223.5"
"10818","ENSG00000171223.5","ENSG00000167815.11"
"10819","ENSG00000104889.5","ENSG00000132026.13"
"10820","ENSG00000105613.9","ENSG00000105612.8"
"10821","ENSG00000105607.12","ENSG00000161860.7"
"10822","ENSG00000161860.7","ENSG00000179115.10"
"10823","ENSG00000179262.9","ENSG00000179271.2"
"10824","ENSG00000179284.5","ENSG00000008441.16"
"10825","ENSG00000008441.16","ENSG00000104903.4"
"10826","ENSG00000104903.4","ENSG00000104907.12"
"10827","ENSG00000160877.5","ENSG00000104915.14"
"10828","ENSG00000141837.19","ENSG00000104957.13"
"10829","ENSG00000104957.13","ENSG00000037757.13"
"10830","ENSG00000104979.8","ENSG00000132003.9"
"10831","ENSG00000132003.9","ENSG00000187556.7"
"10832","ENSG00000187556.7","ENSG00000132016.11"
"10833","ENSG00000132024.17","ENSG00000132000.11"
"10834","ENSG00000132017.10","ENSG00000132005.8"
"10835","ENSG00000132005.8","ENSG00000171136.6"
"10836","ENSG00000104998.3","ENSG00000187867.8"
"10837","ENSG00000187867.8","ENSG00000141854.9"
"10838","ENSG00000141854.9","ENSG00000188032.9"
"10839","ENSG00000141858.11","ENSG00000072062.13"
"10840","ENSG00000072062.13","ENSG00000105011.8"
"10841","ENSG00000105011.8","ENSG00000072071.16"
"10842","ENSG00000072071.16","ENSG00000123146.19"
"10843","ENSG00000123146.19","ENSG00000123136.14"
"10844","ENSG00000123136.14","ENSG00000123143.12"
"10845","ENSG00000123143.12","ENSG00000160951.3"
"10846","ENSG00000160951.3","ENSG00000123159.15"
"10847","ENSG00000123159.15","ENSG00000132002.7"
"10848","ENSG00000099797.13","ENSG00000099795.6"
"10849","ENSG00000099795.6","ENSG00000187912.11"
"10850","ENSG00000187912.11","ENSG00000131355.14"
"10851","ENSG00000160961.11","ENSG00000127507.17"
"10852","ENSG00000127507.17","ENSG00000188269.8"
"10853","ENSG00000188269.8","ENSG00000127530.2"
"10854","ENSG00000127530.2","ENSG00000127515.1"
"10855","ENSG00000127515.1","ENSG00000185385.3"
"10856","ENSG00000185385.3","ENSG00000127529.7"
"10857","ENSG00000127529.7","ENSG00000105143.12"
"10858","ENSG00000160994.3","ENSG00000105141.5"
"10859","ENSG00000105141.5","ENSG00000094661.2"
"10860","ENSG00000094661.2","ENSG00000105137.12"
"10861","ENSG00000105137.12","ENSG00000105135.15"
"10862","ENSG00000105135.15","ENSG00000074181.8"
"10863","ENSG00000074181.8","ENSG00000105131.7"
"10864","ENSG00000105131.7","ENSG00000141867.17"
"10865","ENSG00000141867.17","ENSG00000105127.8"
"10866","ENSG00000105127.8","ENSG00000011243.17"
"10867","ENSG00000011243.17","ENSG00000011451.17"
"10868","ENSG00000011451.17","ENSG00000105122.12"
"10869","ENSG00000105122.12","ENSG00000161031.12"
"10870","ENSG00000171954.12","ENSG00000186526.12"
"10871","ENSG00000186526.12","ENSG00000186529.15"
"10872","ENSG00000186529.15","ENSG00000186204.14"
"10873","ENSG00000186204.14","ENSG00000171942.4"
"10874","ENSG00000171942.4","ENSG00000171936.1"
"10875","ENSG00000171936.1","ENSG00000172519.8"
"10876","ENSG00000172519.8","ENSG00000186723.3"
"10877","ENSG00000186723.3","ENSG00000186115.12"
"10878","ENSG00000186115.12","ENSG00000171903.16"
"10879","ENSG00000171903.16","ENSG00000176231.1"
"10880","ENSG00000176231.1","ENSG00000167460.14"
"10881","ENSG00000167460.14","ENSG00000167461.11"
"10882","ENSG00000167461.11","ENSG00000196684.12"
"10883","ENSG00000196684.12","ENSG00000141977.9"
"10884","ENSG00000141977.9","ENSG00000105058.11"
"10885","ENSG00000105058.11","ENSG00000072958.8"
"10886","ENSG00000072958.8","ENSG00000127528.5"
"10887","ENSG00000127528.5","ENSG00000127527.13"
"10888","ENSG00000127527.13","ENSG00000269058.5"
"10889","ENSG00000105072.8","ENSG00000085872.14"
"10890","ENSG00000085872.14","ENSG00000127526.14"
"10891","ENSG00000127526.14","ENSG00000105085.10"
"10892","ENSG00000105085.10","ENSG00000214046.8"
"10893","ENSG00000072954.6","ENSG00000188039.13"
"10894","ENSG00000188039.13","ENSG00000127511.9"
"10895","ENSG00000127511.9","ENSG00000127533.3"
"10896","ENSG00000127533.3","ENSG00000160111.12"
"10897","ENSG00000160111.12","ENSG00000131351.14"
"10898","ENSG00000099331.13","ENSG00000053501.12"
"10899","ENSG00000053501.12","ENSG00000099330.8"
"10900","ENSG00000099330.8","ENSG00000160113.5"
"10901","ENSG00000160113.5","ENSG00000130307.11"
"10902","ENSG00000130307.11","ENSG00000105393.15"
"10903","ENSG00000105393.15","ENSG00000160117.14"
"10904","ENSG00000160117.14","ENSG00000127220.5"
"10905","ENSG00000127220.5","ENSG00000130312.6"
"10906","ENSG00000130312.6","ENSG00000130311.10"
"10907","ENSG00000130311.10","ENSG00000074855.10"
"10908","ENSG00000130299.16","ENSG00000130300.8"
"10909","ENSG00000130300.8","ENSG00000269720.2"
"10910","ENSG00000269720.2","ENSG00000130303.12"
"10911","ENSG00000130303.12","ENSG00000141971.12"
"10912","ENSG00000141971.12","ENSG00000188051.6"
"10913","ENSG00000188051.6","ENSG00000171773.2"
"10914","ENSG00000130304.16","ENSG00000130313.6"
"10915","ENSG00000130313.6","ENSG00000167483.17"
"10916","ENSG00000167483.17","ENSG00000130309.10"
"10917","ENSG00000130309.10","ENSG00000130477.15"
"10918","ENSG00000130477.15","ENSG00000130479.10"
"10919","ENSG00000130479.10","ENSG00000130475.14"
"10920","ENSG00000130475.14","ENSG00000179913.10"
"10921","ENSG00000179913.10","ENSG00000248099.3"
"10922","ENSG00000248099.3","ENSG00000105639.18"
"10923","ENSG00000105639.18","ENSG00000105640.12"
"10924","ENSG00000105640.12","ENSG00000105641.3"
"10925","ENSG00000105641.3","ENSG00000007080.10"
"10926","ENSG00000007080.10","ENSG00000105642.15"
"10927","ENSG00000105642.15","ENSG00000105643.9"
"10928","ENSG00000105643.9","ENSG00000096996.15"
"10929","ENSG00000099308.10","ENSG00000105647.16"
"10930","ENSG00000105647.16","ENSG00000216490.3"
"10931","ENSG00000216490.3","ENSG00000254858.9"
"10932","ENSG00000254858.9","ENSG00000105649.9"
"10933","ENSG00000105649.9","ENSG00000105650.21"
"10934","ENSG00000105650.21","ENSG00000130518.16"
"10935","ENSG00000130522.5","ENSG00000130520.10"
"10936","ENSG00000130520.10","ENSG00000130517.13"
"10937","ENSG00000130517.13","ENSG00000130513.6"
"10938","ENSG00000130513.6","ENSG00000175489.9"
"10939","ENSG00000175489.9","ENSG00000130511.15"
"10940","ENSG00000130511.15","ENSG00000105655.18"
"10941","ENSG00000105655.18","ENSG00000105656.12"
"10942","ENSG00000105656.12","ENSG00000105701.15"
"10943","ENSG00000105701.15","ENSG00000105700.10"
"10944","ENSG00000105700.10","ENSG00000221983.7"
"10945","ENSG00000221983.7","ENSG00000006016.10"
"10946","ENSG00000006016.10","ENSG00000006015.17"
"10947","ENSG00000006015.17","ENSG00000105696.8"
"10948","ENSG00000105696.8","ENSG00000167487.11"
"10949","ENSG00000167487.11","ENSG00000105662.15"
"10950","ENSG00000105662.15","ENSG00000105664.10"
"10951","ENSG00000105664.10","ENSG00000005007.12"
"10952","ENSG00000005007.12","ENSG00000223802.7"
"10953","ENSG00000223802.7","ENSG00000105669.13"
"10954","ENSG00000105671.11","ENSG00000051128.18"
"10955","ENSG00000051128.18","ENSG00000064607.16"
"10956","ENSG00000105676.13","ENSG00000181035.13"
"10957","ENSG00000181035.13","ENSG00000064545.14"
"10958","ENSG00000064545.14","ENSG00000213999.15"
"10959","ENSG00000213999.15","ENSG00000254901.7"
"10960","ENSG00000064490.13","ENSG00000184162.14"
"10961","ENSG00000130287.13","ENSG00000187664.8"
"10962","ENSG00000187664.8","ENSG00000213996.12"
"10963","ENSG00000213996.12","ENSG00000105705.15"
"10964","ENSG00000129933.20","ENSG00000167491.17"
"10965","ENSG00000167491.17","ENSG00000178093.13"
"10966","ENSG00000186010.18","ENSG00000250067.11"
"10967","ENSG00000160161.9","ENSG00000105717.13"
"10968","ENSG00000105717.13","ENSG00000064547.13"
"10969","ENSG00000064547.13","ENSG00000089639.10"
"10970","ENSG00000089639.10","ENSG00000105726.16"
"10971","ENSG00000181896.11","ENSG00000105708.8"
"10972","ENSG00000105708.8","ENSG00000081665.13"
"10973","ENSG00000081665.13","ENSG00000256771.3"
"10974","ENSG00000256771.3","ENSG00000184635.14"
"10975","ENSG00000184635.14","ENSG00000197124.11"
"10976","ENSG00000197124.11","ENSG00000213988.10"
"10977","ENSG00000213988.10","ENSG00000256229.7"
"10978","ENSG00000237440.8","ENSG00000188171.15"
"10979","ENSG00000188171.15","ENSG00000160229.11"
"10980","ENSG00000160229.11","ENSG00000105750.14"
"10981","ENSG00000105750.14","ENSG00000118620.12"
"10982","ENSG00000118620.12","ENSG00000160352.15"
"10983","ENSG00000160352.15","ENSG00000196705.8"
"10984","ENSG00000196705.8","ENSG00000182141.10"
"10985","ENSG00000182141.10","ENSG00000172687.13"
"10986","ENSG00000172687.13","ENSG00000196268.11"
"10987","ENSG00000196268.11","ENSG00000197013.9"
"10988","ENSG00000197020.10","ENSG00000198521.11"
"10989","ENSG00000198521.11","ENSG00000160321.14"
"10990","ENSG00000160321.14","ENSG00000197134.11"
"10991","ENSG00000197134.11","ENSG00000196109.6"
"10992","ENSG00000196109.6","ENSG00000196350.8"
"10993","ENSG00000197360.9","ENSG00000229676.2"
"10994","ENSG00000229676.2","ENSG00000213973.8"
"10995","ENSG00000269067.1","ENSG00000183850.13"
"10996","ENSG00000183850.13","ENSG00000196081.9"
"10997","ENSG00000196081.9","ENSG00000167232.13"
"10998","ENSG00000197372.9","ENSG00000196172.9"
"10999","ENSG00000196172.9","ENSG00000213967.10"
"11000","ENSG00000213967.10","ENSG00000213096.10"
"11001","ENSG00000187135.7","ENSG00000105171.9"
"11002","ENSG00000105171.9","ENSG00000166289.5"
"11003","ENSG00000166289.5","ENSG00000131943.17"
"11004","ENSG00000131943.17","ENSG00000105173.13"
"11005","ENSG00000105173.13","ENSG00000105176.17"
"11006","ENSG00000168813.16","ENSG00000178904.18"
"11007","ENSG00000178904.18","ENSG00000105185.11"
"11008","ENSG00000105185.11","ENSG00000105186.15"
"11009","ENSG00000186326.3","ENSG00000213965.3"
"11010","ENSG00000213965.3","ENSG00000173809.17"
"11011","ENSG00000173809.17","ENSG00000021488.12"
"11012","ENSG00000021488.12","ENSG00000121289.17"
"11013","ENSG00000131944.9","ENSG00000131941.7"
"11014","ENSG00000131941.7","ENSG00000076650.6"
"11015","ENSG00000076650.6","ENSG00000166359.10"
"11016","ENSG00000166359.10","ENSG00000130881.13"
"11017","ENSG00000130881.13","ENSG00000130876.11"
"11018","ENSG00000130876.11","ENSG00000245848.2"
"11019","ENSG00000245848.2","ENSG00000153879.8"
"11020","ENSG00000153879.8","ENSG00000124299.13"
"11021","ENSG00000124299.13","ENSG00000124302.12"
"11022","ENSG00000124302.12","ENSG00000153885.14"
"11023","ENSG00000257103.8","ENSG00000166398.12"
"11024","ENSG00000166398.12","ENSG00000105220.14"
"11025","ENSG00000105220.14","ENSG00000126249.7"
"11026","ENSG00000126249.7","ENSG00000126261.12"
"11027","ENSG00000126261.12","ENSG00000142279.12"
"11028","ENSG00000142279.12","ENSG00000205209.7"
"11029","ENSG00000089335.20","ENSG00000197841.14"
"11030","ENSG00000197841.14","ENSG00000153896.17"
"11031","ENSG00000153896.17","ENSG00000168661.14"
"11032","ENSG00000168661.14","ENSG00000180884.9"
"11033","ENSG00000180884.9","ENSG00000089351.14"
"11034","ENSG00000089351.14","ENSG00000105711.11"
"11035","ENSG00000105711.11","ENSG00000105707.13"
"11036","ENSG00000105707.13","ENSG00000089356.18"
"11037","ENSG00000089356.18","ENSG00000153902.13"
"11038","ENSG00000221946.7","ENSG00000089327.14"
"11039","ENSG00000089327.14","ENSG00000177558.3"
"11040","ENSG00000177558.3","ENSG00000105699.16"
"11041","ENSG00000105699.16","ENSG00000105698.15"
"11042","ENSG00000105698.15","ENSG00000105697.7"
"11043","ENSG00000105697.7","ENSG00000105695.14"
"11044","ENSG00000105695.14","ENSG00000012124.16"
"11045","ENSG00000012124.16","ENSG00000126266.3"
"11046","ENSG00000185897.6","ENSG00000126251.6"
"11047","ENSG00000126251.6","ENSG00000126262.4"
"11048","ENSG00000126262.4","ENSG00000188508.10"
"11049","ENSG00000188508.10","ENSG00000161249.20"
"11050","ENSG00000161249.20","ENSG00000189001.10"
"11051","ENSG00000105679.8","ENSG00000105677.11"
"11052","ENSG00000105677.11","ENSG00000105675.8"
"11053","ENSG00000105675.8","ENSG00000283758.1"
"11054","ENSG00000283758.1","ENSG00000249115.8"
"11055","ENSG00000249115.8","ENSG00000126254.11"
"11056","ENSG00000126254.11","ENSG00000105672.14"
"11057","ENSG00000126267.8","ENSG00000105668.7"
"11058","ENSG00000105668.7","ENSG00000011590.13"
"11059","ENSG00000011590.13","ENSG00000272333.5"
"11060","ENSG00000272333.5","ENSG00000126246.9"
"11061","ENSG00000167595.14","ENSG00000004777.18"
"11062","ENSG00000004777.18","ENSG00000250799.9"
"11063","ENSG00000250799.9","ENSG00000161270.19"
"11064","ENSG00000161270.19","ENSG00000126259.19"
"11065","ENSG00000126259.19","ENSG00000105290.11"
"11066","ENSG00000105290.11","ENSG00000167604.13"
"11067","ENSG00000011600.11","ENSG00000126243.8"
"11068","ENSG00000126243.8","ENSG00000205138.3"
"11069","ENSG00000205138.3","ENSG00000181392.14"
"11070","ENSG00000239382.10","ENSG00000105270.14"
"11071","ENSG00000105270.14","ENSG00000161277.10"
"11072","ENSG00000075702.16","ENSG00000105261.7"
"11073","ENSG00000105254.11","ENSG00000126247.10"
"11074","ENSG00000126247.10","ENSG00000161281.10"
"11075","ENSG00000161281.10","ENSG00000196357.11"
"11076","ENSG00000196357.11","ENSG00000167635.11"
"11077","ENSG00000167635.11","ENSG00000142065.13"
"11078","ENSG00000142065.13","ENSG00000181007.8"
"11079","ENSG00000181007.8","ENSG00000186017.14"
"11080","ENSG00000186017.14","ENSG00000254004.6"
"11081","ENSG00000254004.6","ENSG00000186020.12"
"11082","ENSG00000186020.12","ENSG00000161298.17"
"11083","ENSG00000161298.17","ENSG00000197808.11"
"11084","ENSG00000197808.11","ENSG00000189042.13"
"11085","ENSG00000189042.13","ENSG00000267041.5"
"11086","ENSG00000267041.5","ENSG00000197863.8"
"11087","ENSG00000251247.10","ENSG00000185869.14"
"11088","ENSG00000198453.12","ENSG00000197050.10"
"11089","ENSG00000197050.10","ENSG00000196967.10"
"11090","ENSG00000196967.10","ENSG00000245680.9"
"11091","ENSG00000188283.11","ENSG00000181666.17"
"11092","ENSG00000181666.17","ENSG00000189164.14"
"11093","ENSG00000189164.14","ENSG00000196437.10"
"11094","ENSG00000171827.10","ENSG00000188227.12"
"11095","ENSG00000188227.12","ENSG00000171817.16"
"11096","ENSG00000180479.13","ENSG00000120784.15"
"11097","ENSG00000120784.15","ENSG00000196381.10"
"11098","ENSG00000196381.10","ENSG00000198182.12"
"11099","ENSG00000198182.12","ENSG00000189144.13"
"11100","ENSG00000189144.13","ENSG00000171804.10"
"11101","ENSG00000011332.19","ENSG00000167642.12"
"11102","ENSG00000167642.12","ENSG00000167641.10"
"11103","ENSG00000167641.10","ENSG00000167644.11"
"11104","ENSG00000167644.11","ENSG00000167645.16"
"11105","ENSG00000099337.4","ENSG00000099338.22"
"11106","ENSG00000099338.22","ENSG00000099341.11"
"11107","ENSG00000099341.11","ENSG00000179168.14"
"11108","ENSG00000188766.12","ENSG00000130244.12"
"11109","ENSG00000130244.12","ENSG00000171777.15"
"11110","ENSG00000196218.12","ENSG00000104814.12"
"11111","ENSG00000178982.9","ENSG00000130402.11"
"11112","ENSG00000130402.11","ENSG00000182472.8"
"11113","ENSG00000205076.4","ENSG00000178934.4"
"11114","ENSG00000178934.4","ENSG00000171747.8"
"11115","ENSG00000171747.8","ENSG00000104823.8"
"11116","ENSG00000104823.8","ENSG00000104824.16"
"11117","ENSG00000104824.16","ENSG00000187994.13"
"11118","ENSG00000187994.13","ENSG00000068903.19"
"11119","ENSG00000104825.16","ENSG00000262484.1"
"11120","ENSG00000262484.1","ENSG00000104835.14"
"11121","ENSG00000128626.11","ENSG00000269190.5"
"11122","ENSG00000269190.5","ENSG00000161243.8"
"11123","ENSG00000161243.8","ENSG00000183760.10"
"11124","ENSG00000183760.10","ENSG00000130669.17"
"11125","ENSG00000130669.17","ENSG00000188505.4"
"11126","ENSG00000179751.6","ENSG00000197110.8"
"11127","ENSG00000197110.8","ENSG00000183709.7"
"11128","ENSG00000183709.7","ENSG00000182393.2"
"11129","ENSG00000182393.2","ENSG00000128011.4"
"11130","ENSG00000128011.4","ENSG00000130755.12"
"11131","ENSG00000179134.15","ENSG00000006712.14"
"11132","ENSG00000063322.13","ENSG00000128016.5"
"11133","ENSG00000090924.14","ENSG00000105193.8"
"11134","ENSG00000196235.13","ENSG00000105197.10"
"11135","ENSG00000105197.10","ENSG00000090932.10"
"11136","ENSG00000090932.10","ENSG00000186838.13"
"11137","ENSG00000186838.13","ENSG00000176401.5"
"11138","ENSG00000176396.10","ENSG00000105198.10"
"11139","ENSG00000105198.10","ENSG00000249861.3"
"11140","ENSG00000249861.3","ENSG00000006659.12"
"11141","ENSG00000006659.12","ENSG00000105205.6"
"11142","ENSG00000105205.6","ENSG00000213921.7"
"11143","ENSG00000213921.7","ENSG00000105204.13"
"11144","ENSG00000105204.13","ENSG00000105202.8"
"11145","ENSG00000105202.8","ENSG00000275395.4"
"11146","ENSG00000275395.4","ENSG00000013275.7"
"11147","ENSG00000013275.7","ENSG00000187187.13"
"11148","ENSG00000187187.13","ENSG00000128000.15"
"11149","ENSG00000128000.15","ENSG00000197782.14"
"11150","ENSG00000197782.14","ENSG00000130758.7"
"11151","ENSG00000130758.7","ENSG00000174521.7"
"11152","ENSG00000105219.8","ENSG00000105221.16"
"11153","ENSG00000105221.16","ENSG00000160392.13"
"11154","ENSG00000105223.19","ENSG00000160396.8"
"11155","ENSG00000160396.8","ENSG00000105227.14"
"11156","ENSG00000105227.14","ENSG00000197019.4"
"11157","ENSG00000197019.4","ENSG00000167565.12"
"11158","ENSG00000167565.12","ENSG00000090013.9"
"11159","ENSG00000160460.15","ENSG00000160410.14"
"11160","ENSG00000160410.14","ENSG00000090006.17"
"11161","ENSG00000090006.17","ENSG00000105245.9"
"11162","ENSG00000105245.9","ENSG00000123815.11"
"11163","ENSG00000086544.2","ENSG00000188493.14"
"11164","ENSG00000077312.8","ENSG00000261857.6"
"11165","ENSG00000167578.17","ENSG00000269858.5"
"11166","ENSG00000269858.5","ENSG00000255974.7"
"11167","ENSG00000255974.7","ENSG00000198077.10"
"11168","ENSG00000198077.10","ENSG00000197408.8"
"11169","ENSG00000197408.8","ENSG00000197838.4"
"11170","ENSG00000197838.4","ENSG00000197446.8"
"11171","ENSG00000197446.8","ENSG00000167600.13"
"11172","ENSG00000167600.13","ENSG00000167601.11"
"11173","ENSG00000167601.11","ENSG00000105323.16"
"11174","ENSG00000105323.16","ENSG00000105329.9"
"11175","ENSG00000105329.9","ENSG00000142039.3"
"11176","ENSG00000142039.3","ENSG00000142046.14"
"11177","ENSG00000142046.14","ENSG00000123810.7"
"11178","ENSG00000123810.7","ENSG00000077348.8"
"11179","ENSG00000248098.11","ENSG00000177191.2"
"11180","ENSG00000177191.2","ENSG00000105341.18"
"11181","ENSG00000204978.2","ENSG00000007129.17"
"11182","ENSG00000007129.17","ENSG00000105352.10"
"11183","ENSG00000105352.10","ENSG00000007306.14"
"11184","ENSG00000105388.15","ENSG00000086548.8"
"11185","ENSG00000086548.8","ENSG00000170956.16"
"11186","ENSG00000170956.16","ENSG00000273111.5"
"11187","ENSG00000142025.15","ENSG00000105372.6"
"11188","ENSG00000105372.6","ENSG00000105369.9"
"11189","ENSG00000076928.17","ENSG00000268041.2"
"11190","ENSG00000268041.2","ENSG00000105404.10"
"11191","ENSG00000105404.10","ENSG00000105409.16"
"11192","ENSG00000105409.16","ENSG00000105737.9"
"11193","ENSG00000105732.12","ENSG00000028277.21"
"11194","ENSG00000028277.21","ENSG00000160570.13"
"11195","ENSG00000167625.10","ENSG00000105723.11"
"11196","ENSG00000105723.11","ENSG00000105722.9"
"11197","ENSG00000105722.9","ENSG00000079432.7"
"11198","ENSG00000079432.7","ENSG00000079462.7"
"11199","ENSG00000188368.9","ENSG00000167619.11"
"11200","ENSG00000167619.11","ENSG00000105429.12"
"11201","ENSG00000105429.12","ENSG00000105427.9"
"11202","ENSG00000105427.9","ENSG00000079435.9"
"11203","ENSG00000079435.9","ENSG00000189377.8"
"11204","ENSG00000189377.8","ENSG00000079385.21"
"11205","ENSG00000079385.21","ENSG00000124469.11"
"11206","ENSG00000124469.11","ENSG00000221826.9"
"11207","ENSG00000221826.9","ENSG00000124467.18"
"11208","ENSG00000124467.18","ENSG00000231924.9"
"11209","ENSG00000231924.9","ENSG00000170848.15"
"11210","ENSG00000170848.15","ENSG00000221878.12"
"11211","ENSG00000221878.12","ENSG00000243130.7"
"11212","ENSG00000243130.7","ENSG00000242221.8"
"11213","ENSG00000242221.8","ENSG00000204941.13"
"11214","ENSG00000204941.13","ENSG00000243137.7"
"11215","ENSG00000243137.7","ENSG00000183668.17"
"11216","ENSG00000183668.17","ENSG00000204936.9"
"11217","ENSG00000204936.9","ENSG00000131126.18"
"11218","ENSG00000131126.18","ENSG00000124466.8"
"11219","ENSG00000124466.8","ENSG00000176531.10"
"11220","ENSG00000176531.10","ENSG00000105755.7"
"11221","ENSG00000176472.10","ENSG00000073050.11"
"11222","ENSG00000234465.10","ENSG00000167378.8"
"11223","ENSG00000124444.15","ENSG00000226763.4"
"11224","ENSG00000131116.11","ENSG00000105767.2"
"11225","ENSG00000105767.2","ENSG00000011422.11"
"11226","ENSG00000011422.11","ENSG00000124449.6"
"11227","ENSG00000124449.6","ENSG00000105771.13"
"11228","ENSG00000105771.13","ENSG00000104783.11"
"11229","ENSG00000104783.11","ENSG00000159871.14"
"11230","ENSG00000167637.16","ENSG00000176222.8"
"11231","ENSG00000176222.8","ENSG00000124459.11"
"11232","ENSG00000124459.11","ENSG00000159905.14"
"11233","ENSG00000159905.14","ENSG00000204920.10"
"11234","ENSG00000204920.10","ENSG00000159882.12"
"11235","ENSG00000159882.12","ENSG00000159885.13"
"11236","ENSG00000159885.13","ENSG00000178386.12"
"11237","ENSG00000178386.12","ENSG00000186026.6"
"11238","ENSG00000186026.6","ENSG00000267680.5"
"11239","ENSG00000267680.5","ENSG00000256294.7"
