2021-10-11 22:44:05.902532	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_title=CRISPR+RNA-seq&assay_title=CRISPRi+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&files.file_type=bam&field=accession&field=assay_title&field=target.label&field=target.genes.symbol&field=biosample_summary&field=biosample_ontology.term_name&field=dbxrefs&field=description&field=lab.title&field=award.project&field=replicates.library.biosample.accession&field=replicates.biological_replicate_number&field=replicates.technical_replicate_number&field=replicates.library.biosample.organism.scientific_name&field=possible_controls&field=perturbed&limit=all
Accession	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Biosample accession	Biological replicate	Technical replicate	Organism	Controls	Perturbed
ENCSR242DBX	CRISPR RNA-seq	CHD3	CHD3	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CHD3	HepG2	GEO:GSE176826	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CHD3. (CHD3-BGHcLV10)	Brenton Graveley, UConn	ENCODE	ENCBS406LFP,ENCBS194NHW	2,1	1	Homo sapiens	/experiments/ENCSR775ZWO/	True
ENCSR439CUH	CRISPR RNA-seq	PPP1R10	PPP1R10	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens PPP1R10	K562	GEO:GSE177236	RNA-seq on K562 cells treated with a CRISPR gRNA against PPP1R10. (PPP1R10-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS599LWW,ENCBS050HZB	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR129AAZ	CRISPR RNA-seq	RBM19	RBM19	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens RBM19	K562	GEO:GSE176714	RNA-seq on K562 cells treated with a CRISPR gRNA against RBM19. (RBM19-BGKcLV19)	Brenton Graveley, UConn	ENCODE	ENCBS358QBF,ENCBS175FEQ	1,2	1	Homo sapiens	/experiments/ENCSR978MMZ/	True
ENCSR013PBS	CRISPR RNA-seq	NCL	NCL	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens NCL	HepG2	GEO:GSE176650	RNA-seq on HepG2 cells treated with a CRISPR gRNA against NCL. (NCL-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS841WPR,ENCBS969RYG	2,1	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR126UCL	CRISPR RNA-seq	DDX59	DDX59	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens DDX59	K562	GEO:GSE176691	RNA-seq on K562 cells treated with a CRISPR gRNA against DDX59. (DDX59-BGKcLV08)	Brenton Graveley, UConn	ENCODE	ENCBS625ITQ,ENCBS040AYW	1,2	1	Homo sapiens	/experiments/ENCSR015KGT/	True
ENCSR916PCG	CRISPR RNA-seq	E4F1	E4F1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens E4F1	K562	GEO:GSE177823	RNA-seq on K562 cells treated with a CRISPR gRNA against E4F1. (E4F1-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS605NDI,ENCBS805LKE	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR929JKA	CRISPR RNA-seq	SRSF4	SRSF4	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens SRSF4	HepG2	GEO:GSE177868	RNA-seq on HepG2 cells treated with a CRISPR gRNA against SRSF4. (SRSF4-BGHcLV05-D)	Brenton Graveley, UConn	ENCODE	ENCBS284JIL,ENCBS775SLR	1,2	1	Homo sapiens	/experiments/ENCSR805TIZ/	True
ENCSR005UDT	CRISPR RNA-seq	ERN1	ERN1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens ERN1	HepG2	GEO:GSE176619	RNA-seq on HepG2 cells treated with a CRISPR gRNA against ERN1. (ERN1-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS617GJQ,ENCBS948BPV	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR547ICR	CRISPR RNA-seq	SF3A1	SF3A1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SF3A1	K562	GEO:GSE177304	RNA-seq on K562 cells treated with a CRISPR gRNA against SF3A1. (SF3A1-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS534HNG,ENCBS668GOX	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR503VIZ	CRISPR RNA-seq	GARS	GARS	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens GARS	K562	GEO:GSE177071	RNA-seq on K562 cells treated with a CRISPR gRNA against GARS. (GARS-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS521NGU,ENCBS609YII	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR671OGO	CRISPR RNA-seq	IFIT2	IFIT2	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens IFIT2	K562	GEO:GSE177736	RNA-seq on K562 cells treated with a CRISPR gRNA against IFIT2. (IFIT2-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS662ZVC,ENCBS101PEX	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR660WRQ	CRISPR RNA-seq	ZNF106	ZNF106	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ZNF106	K562	GEO:GSE177704	RNA-seq on K562 cells treated with a CRISPR gRNA against ZFP106. (ZFP106-BGKcLV08)	Brenton Graveley, UConn	ENCODE	ENCBS132FUX,ENCBS087MOX	2,1	1	Homo sapiens	/experiments/ENCSR015KGT/	True
ENCSR163PNO	CRISPR RNA-seq	YWHAG	YWHAG	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens YWHAG	K562	GEO:GSE176856	RNA-seq on K562 cells treated with a CRISPR gRNA against YWHAG. (YWHAG-BGKcLV08)	Brenton Graveley, UConn	ENCODE	ENCBS587LTT,ENCBS969ZSB	1,2	1	Homo sapiens	/experiments/ENCSR015KGT/	True
ENCSR865WQR	CRISPR RNA-seq	CACTIN	CACTIN	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CACTIN	HepG2	GEO:GSE177989	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CACTIN. (CACTIN-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS503ZTZ,ENCBS314YFX	1,2	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR035LEO	CRISPR RNA-seq	EXOSC2	EXOSC2	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens EXOSC2	HepG2	GEO:GSE176713	RNA-seq on HepG2 cells treated with a CRISPR gRNA against EXOSC2. (EXOSC2-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS744VDF,ENCBS470ESE	2,1	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR751TUX	CRISPR RNA-seq	CSTF1	CSTF1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CSTF1	HepG2	GEO:GSE177622	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CSTF1. (CSTF1-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS830QUG,ENCBS138BKF	2,1	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR914IEV	CRISPR RNA-seq	SRSF3	SRSF3	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SRSF3	K562	GEO:GSE177820	RNA-seq on K562 cells treated with a CRISPR gRNA against SRSF3. (SRSF3-BGKcLV08)	Brenton Graveley, UConn	ENCODE	ENCBS978SXT,ENCBS251FSC	1,2	1	Homo sapiens	/experiments/ENCSR015KGT/	True
ENCSR323OPW	CRISPR RNA-seq	EIF4B	EIF4B	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens EIF4B	HepG2	RBPImage:EIF4B,GEO:GSE177138	RNA-seq on HepG2 cells treated with a CRISPR gRNA against EIF4B. (EIF4B-BGHcLV10)	Brenton Graveley, UConn	ENCODE	ENCBS869XGC,ENCBS710LUH	1,2	1	Homo sapiens	/experiments/ENCSR775ZWO/	True
ENCSR416WTE	CRISPR RNA-seq	CACTIN	CACTIN	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CACTIN	K562	GEO:GSE177175	RNA-seq on K562 cells treated with a CRISPR gRNA against CACTIN. (CACTIN-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS763TFO,ENCBS996KHM	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR073QLQ	CRISPRi RNA-seq	ILF2	ILF2	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens ILF2	K562	GEO:GSE127078	RNA-seq on K562 cells treated by CRISPR interference targeting ILF2.	Michael Snyder, Stanford	ENCODE	ENCBS360OMS,ENCBS716MXK	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR548ORV	CRISPR RNA-seq	NFX1	NFX1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens NFX1	HepG2	GEO:GSE177310,RBPImage:NFX1	RNA-seq on HepG2 cells treated with a CRISPR gRNA against NFX1. (NFX1-BGHcLV10)	Brenton Graveley, UConn	ENCODE	ENCBS075ZEK,ENCBS889EOR	2,1	1	Homo sapiens	/experiments/ENCSR775ZWO/	True
ENCSR619EYC	CRISPRi RNA-seq	RFX5	RFX5	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens RFX5	K562	GEO:GSE127132	RNA-seq on K562 cells treated by CRISPR interference targeting RFX5.	Michael Snyder, Stanford	ENCODE	ENCBS440LRV,ENCBS033LKY	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR819PCU	CRISPRi RNA-seq	SETDB1	SETDB1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens SETDB1	K562	GEO:GSE127159	RNA-seq on K562 cells treated by CRISPR interference targeting SETDB1.	Michael Snyder, Stanford	ENCODE	ENCBS693JYR,ENCBS764XDY,ENCBS820CNC	1,2,3	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR298ASI	CRISPR RNA-seq	DDX6	DDX6	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens DDX6	K562	GEO:GSE177018	RNA-seq on K562 cells treated with a CRISPR gRNA against DDX6. (DDX6-BGKcLV08)	Brenton Graveley, UConn	ENCODE	ENCBS324CCL,ENCBS099EPI	2,1	1	Homo sapiens	/experiments/ENCSR015KGT/	True
ENCSR410USU	CRISPR RNA-seq	NOLC1	NOLC1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens NOLC1	K562	GEO:GSE177150	RNA-seq on K562 cells treated with a CRISPR gRNA against NOLC1. (NOLC1-BGKcLV08)	Brenton Graveley, UConn	ENCODE	ENCBS147HGT,ENCBS087YBZ	2,1	1	Homo sapiens	/experiments/ENCSR015KGT/	True
ENCSR163JUC	CRISPR RNA-seq			Homo sapiens K562 genetically modified (deletion) using CRISPR	K562	GEO:GSE176854	Control CRISPR gRNA against no target in K562 cells followed by RNA-seq. (NT_BGKcLV02)	Brenton Graveley, UConn	ENCODE	ENCBS360YEH,ENCBS489AXI	1,2	1	Homo sapiens		False
ENCSR105NML	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE176622	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT_BGHcLV03)	Brenton Graveley, UConn	ENCODE	ENCBS949DPY,ENCBS987KVB	1,2	1	Homo sapiens		False
ENCSR181WYS	CRISPRi RNA-seq	WHSC1	NSD2	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens NSD2	K562	GEO:GSE127096	RNA-seq on K562 cells treated by CRISPR interference targeting WHSC1.	Michael Snyder, Stanford	ENCODE	ENCBS392DZH,ENCBS279DUW,ENCBS989PGE,ENCBS428QGT	1,2,3,4	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR369BHC	CRISPRi RNA-seq	HDAC8	HDAC8	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens HDAC8	K562	GEO:GSE127113	RNA-seq on K562 cells treated by CRISPR interference targeting HDAC8.	Michael Snyder, Stanford	ENCODE	ENCBS935HHK,ENCBS151UTN	1,2	1	Homo sapiens	/experiments/ENCSR016WFQ/	True
ENCSR861BRA	CRISPR RNA-seq	TAF9	TAF9	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens TAF9	HepG2	GEO:GSE177969	RNA-seq on HepG2 cells treated with a CRISPR gRNA against TAF9. (TAF9-BGHcLV20)	Brenton Graveley, UConn	ENCODE	ENCBS815SDI,ENCBS996LWJ	1,2	1	Homo sapiens	/experiments/ENCSR306EWE/	True
ENCSR695RQF	CRISPR RNA-seq	PPP1R10	PPP1R10	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens PPP1R10	HepG2	GEO:GSE177776	RNA-seq on HepG2 cells treated with a CRISPR gRNA against PPP1R10. (PPP1R10-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS537VXF,ENCBS611YBI	1,2	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR043UMW	CRISPRi RNA-seq	RNF2	RNF2	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens RNF2	K562	GEO:GSE127070	RNA-seq on K562 cells treated by CRISPR interference targeting RNF2.	Michael Snyder, Stanford	ENCODE	ENCBS385MHR,ENCBS322FON	4,3	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR147RTA	CRISPR RNA-seq	FXR2	FXR2	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens FXR2	HepG2	GEO:GSE176779,RBPImage:FXR2	RNA-seq on HepG2 cells treated with a CRISPR gRNA against FXR2. (FXR2-BGHcLV05)	Brenton Graveley, UConn	ENCODE	ENCBS661LCS,ENCBS752KDK	2,1	1	Homo sapiens	/experiments/ENCSR834IFU/	True
ENCSR033XYV	CRISPR RNA-seq	EIF4E	EIF4E	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens EIF4E	K562	GEO:GSE176702	RNA-seq on K562 cells treated with a CRISPR gRNA against EIF4E. (EIF4E-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS104TZP,ENCBS485INP	1,2	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR586YGD	CRISPR RNA-seq	NIP7	NIP7	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens NIP7	HepG2	RBPImage:NIP7,GEO:GSE177454	RNA-seq on HepG2 cells treated with a CRISPR gRNA against NIP7. (NIP7-BGHcLV09)	Brenton Graveley, UConn	ENCODE	ENCBS020ARY,ENCBS386GOB	2,1	1	Homo sapiens	/experiments/ENCSR300EBW/	True
ENCSR665DMA	CRISPR RNA-seq	MECP2	MECP2	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens MECP2	K562	GEO:GSE177719	RNA-seq on K562 cells treated with a CRISPR gRNA against MECP2. (MECP2-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS691RCG,ENCBS786QAW	1,2	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR665CVU	CRISPR RNA-seq	NCL	NCL	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens NCL	K562	GEO:GSE177717	RNA-seq on K562 cells treated with a CRISPR gRNA against NCL. (NCL-BGKcLV19)	Brenton Graveley, UConn	ENCODE	ENCBS298ZDQ,ENCBS383YWT	2,1	1	Homo sapiens	/experiments/ENCSR978MMZ/	True
ENCSR426JCD	CRISPR RNA-seq	GSK3B	GSK3B	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens GSK3B	HepG2	GEO:GSE177209	RNA-seq on HepG2 cells treated with a CRISPR gRNA against GSK3B. (GSK3B-BGHcLV16)	Brenton Graveley, UConn	ENCODE	ENCBS452ZYX,ENCBS654EHE	1,2	1	Homo sapiens	/experiments/ENCSR964HKT/	True
ENCSR659UXO	CRISPR RNA-seq	YBX1	YBX1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens YBX1	K562	GEO:GSE177699	RNA-seq on K562 cells treated with a CRISPR gRNA against YBX1. (YBX1-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS568TBB,ENCBS446AVJ	1,2	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR900AQL	CRISPRi RNA-seq	KHSRP	KHSRP	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens KHSRP	K562	GEO:GSE127166	RNA-seq on K562 cells treated by CRISPR interference targeting KHSRP.	Michael Snyder, Stanford	ENCODE	ENCBS215OFX,ENCBS137COY	1,2	1	Homo sapiens	/experiments/ENCSR016WFQ/	True
ENCSR409OFU	CRISPRi RNA-seq	SNW1	SNW1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens SNW1	K562	GEO:GSE127124	RNA-seq on K562 cells treated by CRISPR interference targeting SNW1.	Michael Snyder, Stanford	ENCODE	ENCBS174GHJ,ENCBS970RDW	1,2	1	Homo sapiens	/experiments/ENCSR761AQZ/	True
ENCSR909TFJ	CRISPR RNA-seq	PRPF3	PRPF3	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens PRPF3	HepG2	GEO:GSE177805	RNA-seq on HepG2 cells treated with a CRISPR gRNA against PRPF3. (PRPF3-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS607OAV,ENCBS615UGH	2,1	1	Homo sapiens	/experiments/ENCSR704VPL/	True
ENCSR532IHF	CRISPR RNA-seq	RBM19	RBM19	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens RBM19	HepG2	GEO:GSE177219	RNA-seq on HepG2 cells treated with a CRISPR gRNA against RBM19. (RBM19-BGHcLV20)	Brenton Graveley, UConn	ENCODE	ENCBS965FCH,ENCBS637PVZ	1,2	1	Homo sapiens	/experiments/ENCSR306EWE/	True
ENCSR650QAK	CRISPRi RNA-seq	SP1	SP1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens SP1	K562	GEO:GSE127134	RNA-seq on K562 cells treated by CRISPR interference targeting SP1.	Michael Snyder, Stanford	ENCODE	ENCBS252TPF,ENCBS790JVO,ENCBS062HQW	1,4,3	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR731FEO	CRISPRi RNA-seq	SMAD5	SMAD5	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens SMAD5	K562	GEO:GSE127147	RNA-seq on K562 cells treated by CRISPR interference targeting SMAD5.	Michael Snyder, Stanford	ENCODE	ENCBS739EAW,ENCBS673YEZ	4,3	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR404OHQ	CRISPR RNA-seq			Homo sapiens K562 genetically modified (deletion) using CRISPR	K562	GEO:GSE177082	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS996SVS,ENCBS351RNE	2,1	1	Homo sapiens		False
ENCSR016WTN	CRISPR RNA-seq	SMAD2	SMAD2	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SMAD2	K562	GEO:GSE176655	RNA-seq on K562 cells treated with a CRISPR gRNA against SMAD2. (SMAD2-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS962RKJ,ENCBS837HRP	1,2	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR267BHU	CRISPRi RNA-seq	ZNF395	ZNF395	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens ZNF395	K562	GEO:GSE127105	RNA-seq on K562 cells treated by CRISPR interference targeting ZNF395.	Michael Snyder, Stanford	ENCODE	ENCBS929SKV,ENCBS928QPS	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR781XJD	CRISPRi RNA-seq	ZNF143	ZNF143	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens ZNF143	K562	GEO:GSE127154	RNA-seq on K562 cells treated by CRISPR interference targeting ZNF143.	Michael Snyder, Stanford	ENCODE	ENCBS932XMW,ENCBS072VYP	1,2	1	Homo sapiens	/experiments/ENCSR016WFQ/	True
ENCSR749QMU	CRISPR RNA-seq	CIZ1	CIZ1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CIZ1	HepG2	GEO:GSE177615	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CIZ1. (CIZ1-BGHcLV20)	Brenton Graveley, UConn	ENCODE	ENCBS100NPF,ENCBS005VFH	2,1	1	Homo sapiens	/experiments/ENCSR306EWE/	True
ENCSR713OTF	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE177516	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGHcLV05-E)	Brenton Graveley, UConn	ENCODE	ENCBS901AHP,ENCBS332SEB	2,1	1	Homo sapiens		False
ENCSR898UNK	CRISPRi RNA-seq	ARID3A	ARID3A	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens ARID3A	K562	GEO:GSE127164	RNA-seq on K562 cells treated by CRISPR interference targeting ARID3A.	Michael Snyder, Stanford	ENCODE	ENCBS540KJO,ENCBS292OQL	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR850LOZ	CRISPRi RNA-seq	GATA1	GATA1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens GATA1	K562	GEO:GSE127162	RNA-seq on K562 cells treated by CRISPR interference targeting GATA1.	Michael Snyder, Stanford	ENCODE	ENCBS455WWI,ENCBS843HZD	1,2	1	Homo sapiens	/experiments/ENCSR016WFQ/	True
ENCSR913OZW	CRISPR RNA-seq	CHTOP	CHTOP	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CHTOP	K562	GEO:GSE177819	RNA-seq on K562 cells treated with a CRISPR gRNA against CHTOP. (CHTOP-BGKcLV21)	Brenton Graveley, UConn	ENCODE	ENCBS608XTN,ENCBS278CHX	2,1	1	Homo sapiens	/experiments/ENCSR854OFV/	True
ENCSR687ITW	CRISPR RNA-seq	RPL28	RPL28	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens RPL28	HepG2	GEO:GSE177769	RNA-seq on HepG2 cells treated with a CRISPR gRNA against RPL28. (RPL28-BGHcLV18)	Brenton Graveley, UConn	ENCODE	ENCBS282WMO,ENCBS484PMS	2,1	1	Homo sapiens	/experiments/ENCSR670KAS/	True
ENCSR715XCS	CRISPR RNA-seq	DICER1	DICER1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens DICER1	K562	GEO:GSE177525	RNA-seq on K562 cells treated with a CRISPR gRNA against DICER1. (DICER1-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS629GVA,ENCBS524HOB	2,1	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR775USN	CRISPR RNA-seq	SMYD3	SMYD3	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SMYD3	K562	GEO:GSE177694	RNA-seq on K562 cells treated with a CRISPR gRNA against SMYD3. (SMYD3-BGKcLV19)	Brenton Graveley, UConn	ENCODE	ENCBS689KXA,ENCBS686RDU	1,2	1	Homo sapiens	/experiments/ENCSR978MMZ/	True
ENCSR264MSX	CRISPR RNA-seq	EIF4A3	EIF4A3	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens EIF4A3	K562	GEO:GSE176924	RNA-seq on K562 cells treated with a CRISPR gRNA against EIF4A3. (EIF4A3-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS189BWL,ENCBS439XGT	2,1	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR635RAB	CRISPR RNA-seq	FBL	FBL	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens FBL	K562	GEO:GSE177630	RNA-seq on K562 cells treated with a CRISPR gRNA against FBL. (FBL-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS642JRY,ENCBS923WNC	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR268DNJ	CRISPRi RNA-seq	ERF	ERF	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens ERF	K562	GEO:GSE127107	RNA-seq on K562 cells treated by CRISPR interference targeting ERF.	Michael Snyder, Stanford	ENCODE	ENCBS566CFZ,ENCBS689WZM	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR701TVL	CRISPRi RNA-seq	FOXM1	FOXM1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens FOXM1	K562	GEO:GSE127138	RNA-seq on K562 cells treated by CRISPR interference targeting FOXM1.	Michael Snyder, Stanford	ENCODE	ENCBS761TKS,ENCBS707SFV	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR074FBG	CRISPRi RNA-seq	TEAD2	TEAD2	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens TEAD2	K562	GEO:GSE127080	RNA-seq on K562 cells treated by CRISPR interference targeting TEAD2.	Michael Snyder, Stanford	ENCODE	ENCBS430GZL,ENCBS196RVD	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR294ZCD	CRISPRi RNA-seq	THAP1	THAP1	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens THAP1	K562	GEO:GSE127108	RNA-seq on K562 cells treated by CRISPR interference targeting THAP1.	Michael Snyder, Stanford	ENCODE	ENCBS209WHZ,ENCBS311JPS	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR052ZPX	CRISPRi RNA-seq	RELA	RELA	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens RELA	K562	GEO:GSE127074	RNA-seq on K562 cells treated by CRISPR interference targeting RELA.	Michael Snyder, Stanford	ENCODE	ENCBS278BMZ,ENCBS759GEB	4,3	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR713AEC	CRISPRi RNA-seq	HINFP	HINFP	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens HINFP	K562	GEO:GSE127141	RNA-seq on K562 cells treated by CRISPR interference targeting HINFP.	Michael Snyder, Stanford	ENCODE	ENCBS901WLZ,ENCBS533QWA	1,2	1	Homo sapiens	/experiments/ENCSR016WFQ/	True
ENCSR550FIL	CRISPRi RNA-seq	TEAD4	TEAD4	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens TEAD4	K562	GEO:GSE127127	RNA-seq on K562 cells treated by CRISPR interference targeting TEAD4.	Michael Snyder, Stanford	ENCODE	ENCBS327TGR,ENCBS526FZT	1,2	1	Homo sapiens	/experiments/ENCSR095PIC/	True
ENCSR715EDZ	CRISPRi RNA-seq	SP2	SP2	Homo sapiens K562 genetically modified (interference) using CRISPR targeting H. sapiens SP2	K562	GEO:GSE127145	RNA-seq on K562 cells treated by CRISPR interference targeting SP2.	Michael Snyder, Stanford	ENCODE	ENCBS862BYE,ENCBS346IIC,ENCBS886OYR	2,3,4	1	Homo sapiens	/experiments/ENCSR095PIC/	True
