File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF507PQL	bam	bam		alignments	hg19	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF313ADT/, /files/ENCFF776HWW/, /files/ENCFF839KAI/	3844748585	ENCODE Processing Pipeline	09f3093a30dbd725889a046d07f63a4c		https://www.encodeproject.org/files/ENCFF507PQL/@@download/ENCFF507PQL.bam	V19			released	s3://encode-public/2016/06/08/c7b00aad-d1ba-4ca8-b9af-ac6e25645e37/ENCFF507PQL.bam	ENCODE3 hg19 V19	released	missing biosample characterization		
ENCFF788HVH	bam	bam		transcriptome alignments	hg19	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF313ADT/, /files/ENCFF776HWW/, /files/ENCFF839KAI/	4713140475	ENCODE Processing Pipeline	55c6a7d241415a22260ed64d9606ca52		https://www.encodeproject.org/files/ENCFF788HVH/@@download/ENCFF788HVH.bam	V19			released	s3://encode-public/2016/06/08/f421a5a4-8459-4855-94c4-0d79d168488d/ENCFF788HVH.bam	ENCODE3 hg19 V19	released	missing biosample characterization		
ENCFF800VCE	bam	bam		alignments	hg19	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF926DZS/, /files/ENCFF952VZE/, /files/ENCFF839KAI/	4078639023	ENCODE Processing Pipeline	52e4dda9c51df20a63b296f55f8a4d50		https://www.encodeproject.org/files/ENCFF800VCE/@@download/ENCFF800VCE.bam	V19			released	s3://encode-public/2016/06/08/b7fbfe3c-026d-4a2a-a8cc-28569b3f01fd/ENCFF800VCE.bam	ENCODE3 hg19 V19	released	missing biosample characterization		
ENCFF501BWJ	bam	bam		transcriptome alignments	hg19	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF926DZS/, /files/ENCFF952VZE/, /files/ENCFF839KAI/	5030056111	ENCODE Processing Pipeline	cb20b36fffb9f58446d0e3267c529362		https://www.encodeproject.org/files/ENCFF501BWJ/@@download/ENCFF501BWJ.bam	V19			released	s3://encode-public/2016/06/08/ef38743a-5330-4790-8173-0d115eef26e3/ENCFF501BWJ.bam	ENCODE3 hg19 V19	released	missing biosample characterization		
ENCFF042BJH	bam	bam		alignments	GRCh38	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF313ADT/, /files/ENCFF776HWW/, /files/ENCFF598IDH/	3972688375	ENCODE Processing Pipeline	f620d8a7185e66672c26a6718124b09c		https://www.encodeproject.org/files/ENCFF042BJH/@@download/ENCFF042BJH.bam	V29			released	s3://encode-public/2021/01/29/4b18345f-0e88-43cd-9f64-9e13483aed2a/ENCFF042BJH.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF340KUB	bam	bam		transcriptome alignments	GRCh38	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF313ADT/, /files/ENCFF776HWW/, /files/ENCFF598IDH/	5431465390	ENCODE Processing Pipeline	68529c5c4d0c5abfb436c0223588af4c		https://www.encodeproject.org/files/ENCFF340KUB/@@download/ENCFF340KUB.bam	V29			released	s3://encode-public/2021/01/29/4d6d574f-6413-42a5-bd92-25d81c96d658/ENCFF340KUB.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF159FIK	bam	bam		alignments	GRCh38	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF952VZE/, /files/ENCFF926DZS/, /files/ENCFF598IDH/	4215855832	ENCODE Processing Pipeline	9445747b8b2d30042158c02983df75a1		https://www.encodeproject.org/files/ENCFF159FIK/@@download/ENCFF159FIK.bam	V29			released	s3://encode-public/2021/01/29/64dd6788-7f74-4ab8-b4a5-7cd397bfb97a/ENCFF159FIK.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF872MAF	bam	bam		transcriptome alignments	GRCh38	ENCSR637EFF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:CEBPZ'], 'aliases': ['michael-snyder:TS-5'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10153/'], '@type': ['Target', 'Item'], 'label': 'CEBPZ', 'title': 'CEBPZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e44be7bb-860c-48ab-8026-afce196ec3f5', 'schema_version': '14', 'name': 'CEBPZ-human', '@id': '/targets/CEBPZ-human/', 'status': 'released'}				CEBPZ-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-03-17	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF952VZE/, /files/ENCFF926DZS/, /files/ENCFF598IDH/	5802174737	ENCODE Processing Pipeline	a4d9c9c859391841808b2af1124c1f88		https://www.encodeproject.org/files/ENCFF872MAF/@@download/ENCFF872MAF.bam	V29			released	s3://encode-public/2021/01/29/14310d0b-9497-40ba-a74f-79041934c089/ENCFF872MAF.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF941IMJ	bam	bam		transcriptome alignments	GRCh38	ENCSR416YFB	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:SAFB'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6294/'], '@type': ['Target', 'Item'], 'label': 'SAFB', 'title': 'SAFB (Homo sapiens)', 'investigated_as': ['RNA binding protein', 'chromatin remodeler'], 'uuid': '5d372e39-88f3-4a01-a7b5-293fa583db92', 'schema_version': '14', 'name': 'SAFB-human', '@id': '/targets/SAFB-human/', 'status': 'released'}				SAFB-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF168ZWJ/, /files/ENCFF177PKE/, /files/ENCFF598IDH/	8318133219	ENCODE Processing Pipeline	fff2e25884cf6408ab11a78d195b6fd8		https://www.encodeproject.org/files/ENCFF941IMJ/@@download/ENCFF941IMJ.bam	V29			released	s3://encode-public/2020/04/16/866cca2f-3273-4f85-893c-b8cd760272cf/ENCFF941IMJ.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF605WBM	bam	bam		transcriptome alignments	GRCh38	ENCSR416YFB	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:SAFB'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6294/'], '@type': ['Target', 'Item'], 'label': 'SAFB', 'title': 'SAFB (Homo sapiens)', 'investigated_as': ['RNA binding protein', 'chromatin remodeler'], 'uuid': '5d372e39-88f3-4a01-a7b5-293fa583db92', 'schema_version': '14', 'name': 'SAFB-human', '@id': '/targets/SAFB-human/', 'status': 'released'}				SAFB-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF373IOW/, /files/ENCFF937QMD/, /files/ENCFF598IDH/	7595084031	ENCODE Processing Pipeline	6afc1c313c3c6b0f39950cb6e114a34f		https://www.encodeproject.org/files/ENCFF605WBM/@@download/ENCFF605WBM.bam	V29			released	s3://encode-public/2020/04/16/b47086ea-028a-4ef4-a281-b7e08b635338/ENCFF605WBM.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF215ZXF	bam	bam		alignments	GRCh38	ENCSR416YFB	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:SAFB'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6294/'], '@type': ['Target', 'Item'], 'label': 'SAFB', 'title': 'SAFB (Homo sapiens)', 'investigated_as': ['RNA binding protein', 'chromatin remodeler'], 'uuid': '5d372e39-88f3-4a01-a7b5-293fa583db92', 'schema_version': '14', 'name': 'SAFB-human', '@id': '/targets/SAFB-human/', 'status': 'released'}				SAFB-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF168ZWJ/, /files/ENCFF177PKE/, /files/ENCFF598IDH/	4005400299	ENCODE Processing Pipeline	cdb67f982ffccd43b7685617386f087a		https://www.encodeproject.org/files/ENCFF215ZXF/@@download/ENCFF215ZXF.bam	V29			released	s3://encode-public/2020/04/16/4d86ea2e-626f-4540-8294-de6f08cdcc26/ENCFF215ZXF.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF405JXC	bam	bam		alignments	GRCh38	ENCSR416YFB	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['FactorBook:SAFB'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6294/'], '@type': ['Target', 'Item'], 'label': 'SAFB', 'title': 'SAFB (Homo sapiens)', 'investigated_as': ['RNA binding protein', 'chromatin remodeler'], 'uuid': '5d372e39-88f3-4a01-a7b5-293fa583db92', 'schema_version': '14', 'name': 'SAFB-human', '@id': '/targets/SAFB-human/', 'status': 'released'}				SAFB-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF373IOW/, /files/ENCFF937QMD/, /files/ENCFF598IDH/	3698950930	ENCODE Processing Pipeline	01bd5e4eec27ecda508877bc51456144		https://www.encodeproject.org/files/ENCFF405JXC/@@download/ENCFF405JXC.bam	V29			released	s3://encode-public/2020/04/16/f2101ea3-65c5-4d18-acf8-5e3e68447ab5/ENCFF405JXC.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF521AZB	bam	bam		alignments	GRCh38	ENCSR050ATA	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6205/'], '@type': ['Target', 'Item'], 'name': 'RPS11-human', 'label': 'RPS11', '@id': '/targets/RPS11-human/', 'title': 'RPS11 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b68d6baa-a060-4146-a720-c265e9b9d842', 'status': 'released'}				RPS11-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF144FYE/, /files/ENCFF629BHH/, /files/ENCFF598IDH/	7349615974	ENCODE Processing Pipeline	b383c0da4b8f30fbd3ff8816c92bf587		https://www.encodeproject.org/files/ENCFF521AZB/@@download/ENCFF521AZB.bam	V29			released	s3://encode-public/2020/04/16/b8a955ba-e884-4fbd-b1ff-135547a39ebd/ENCFF521AZB.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF485XKQ	bam	bam		transcriptome alignments	GRCh38	ENCSR050ATA	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6205/'], '@type': ['Target', 'Item'], 'name': 'RPS11-human', 'label': 'RPS11', '@id': '/targets/RPS11-human/', 'title': 'RPS11 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b68d6baa-a060-4146-a720-c265e9b9d842', 'status': 'released'}				RPS11-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF565FCA/, /files/ENCFF735STT/, /files/ENCFF598IDH/	17629081459	ENCODE Processing Pipeline	312c53de99540c9a3d2a2538064e5054		https://www.encodeproject.org/files/ENCFF485XKQ/@@download/ENCFF485XKQ.bam	V29			released	s3://encode-public/2020/04/16/283ec223-f7a6-4630-ada8-25f1430e6201/ENCFF485XKQ.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF498KOE	bam	bam		alignments	GRCh38	ENCSR050ATA	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6205/'], '@type': ['Target', 'Item'], 'name': 'RPS11-human', 'label': 'RPS11', '@id': '/targets/RPS11-human/', 'title': 'RPS11 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b68d6baa-a060-4146-a720-c265e9b9d842', 'status': 'released'}				RPS11-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF565FCA/, /files/ENCFF735STT/, /files/ENCFF598IDH/	8925268519	ENCODE Processing Pipeline	9583e8bb6b235c1e255edfbe09e74830		https://www.encodeproject.org/files/ENCFF498KOE/@@download/ENCFF498KOE.bam	V29			released	s3://encode-public/2020/04/16/27369f14-88de-4581-820c-87129a6e0c9e/ENCFF498KOE.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF397VGU	bam	bam		transcriptome alignments	GRCh38	ENCSR050ATA	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6205/'], '@type': ['Target', 'Item'], 'name': 'RPS11-human', 'label': 'RPS11', '@id': '/targets/RPS11-human/', 'title': 'RPS11 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b68d6baa-a060-4146-a720-c265e9b9d842', 'status': 'released'}				RPS11-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF144FYE/, /files/ENCFF629BHH/, /files/ENCFF598IDH/	13875385986	ENCODE Processing Pipeline	eaaa1343a5ba08f11567c7f9a6877bb3		https://www.encodeproject.org/files/ENCFF397VGU/@@download/ENCFF397VGU.bam	V29			released	s3://encode-public/2020/04/16/24cdedbb-e997-4b77-a4d0-012fb69cc87c/ENCFF397VGU.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF900XKJ	bam	bam		alignments	hg19	ENCSR278NFF	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51362/'], '@type': ['Target', 'Item'], 'name': 'CDC40-human', 'label': 'CDC40', '@id': '/targets/CDC40-human/', 'title': 'CDC40 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '4ede44e9-c4aa-49e0-a564-233d5b24525d', 'status': 'released'}				CDC40-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-09	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF740MXN/, /files/ENCFF231SOE/	3853638300	Brenton Graveley, UConn	5229dcb271db71d82383610bbebd8065		https://www.encodeproject.org/files/ENCFF900XKJ/@@download/ENCFF900XKJ.bam				released	s3://encode-public/2016/12/13/3cdb248f-beba-4e2e-a895-521a016aeb00/ENCFF900XKJ.bam	Lab custom hg19 V19	released	missing analysis_step_run, missing biosample characterization		
ENCFF800BJN	bam	bam		alignments	hg19	ENCSR278NFF	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51362/'], '@type': ['Target', 'Item'], 'name': 'CDC40-human', 'label': 'CDC40', '@id': '/targets/CDC40-human/', 'title': 'CDC40 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '4ede44e9-c4aa-49e0-a564-233d5b24525d', 'status': 'released'}				CDC40-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-09	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF588RRE/, /files/ENCFF930PYM/	4445106512	Brenton Graveley, UConn	b3f1cf84dce721b5b09fb507d3c1192f		https://www.encodeproject.org/files/ENCFF800BJN/@@download/ENCFF800BJN.bam				released	s3://encode-public/2016/12/13/23eee9c6-3aed-46c9-ac6b-7646d38edd37/ENCFF800BJN.bam	Lab custom hg19 V19	released	missing analysis_step_run, missing biosample characterization		
